label,review
Positive,"Alittle ez but thats cause im used to these types of ""Get-Gud"" ""Skill issue"" games, with that said this is easily one of the greatest game iv ever played and released.if you arnt a shit gamer, you absolutely need to get this!. +++ I LOVE chinese mythology and Journey To The West. (This is also a final type continuance of the Journey To The West story)"
Positive,"**Black Myth: Wukong – Review****Pros:**""Black Myth: Wukong"" marks Game Science's debut into AAA gaming, and what a stunning entry it is! The game is visually breathtaking, with its gorgeous environments and detailed character designs. The combat system is exhilarating, though it can be quite challenging for newcomers. It rewards patience and precision, and the sense of satisfaction you get from perfectly dodging an enemy's attacks is unmatched. Even though there is no parry mechanic, the dodge system feels unique and highly effective, making every battle feel strategic and intense. the sound design deserves special praise as well. From the clash of weapons to the ambient noises of the world, every sound feels meticulously crafted to pull you deeper into the experience. Enemies in the game are diverse, keeping the combat fresh, and the boss fights are particularly notable for their creativity and uniqueness. one standout aspect is the anime-style storytelling that unfolds at the end of each chapter. These moments add a distinct artistic flair to the game, giving it a touch of originality in terms of narrative presentation.**Cons:**That said, the game isn’t without its flaws. Chapter 6, in particular, feels like a bit of a slog. The large map offers little in terms of exploration, and the pacing drags down the excitement that the earlier parts of the game build up. Additionally, Wukong as a character feels a bit too silent and emotionally distant. You never really connect with him on a deeper level, which can make the experience feel more like you're mindlessly fighting bosses rather than investing in the story of the protagonist.**Conclusion:**Despite these few shortcomings, ""Black Myth: Wukong"" is an amazing game, and for me, it's one of the best of 2024. I completed the game 100%, which took around 80+ hours, and the journey was absolutely worth it. If you're a fan of God of War or hack-and-slash combat systems, I highly recommend giving this game a try. Game Science has crafted something truly special, and I’m excited to see where they take their talents next."
Positive,"reject humanity, return to monke10/10,recommend it"
Positive,best game of 2024. Hands down.
Positive,"Best lastig spel, maar een opgever wint nooit en een winnaar geeft nooit op."
Positive,"The combat feels fluid, combining fast-paced melee action with spellcasting and Wukong's unique abilities. The game's difficulty is challenging but rewarding, reminiscent of Souls-like titles"
Positive,Monke & bonk stick. Highly recommended.
Positive,"Beautiful game. The souls influence is there, but they didn't follow the formula to the letter, which gives this game its own flair. Beautiful graphics, very satisfying and diverse combat system, wonderful inspiration from Chinese mythology and folklore. The fact that they tried to base the fighting abilities on the actual mythology is magnificent."
Positive,"Fazia um bom tempo que eu não jogava um jogo que me fazia pensar nele por 24hrs. O jogo é lindo, cada cenário passando pelas estações do tempo, cenários secretos, historias de capítulos que tem sua conclusão em sidequest, o carinho que os devs colocaram nas conclusões de cada cenário é de bater palmas, você fica incrédulo de tão bom que é jogar e saber mais sobre as coisas do mundo. Finalizei o jogo sem ser humilhado (petrificar e pegar meu porongo), mas no NG+ e NG++ fui humilhado e sempre ficava com o sorriso no rosto. Erlang foi o boss que eu mais morri, fiquei frustrado, mas consegui passar. O capitulo 4 para mim é o mais lindo e aquela historia é o beijo do chef.Platinar esse jogo não foi cansativo, foi divertido, deveria ter platinado no NG+ (sou curioso e ficava vasculhando os locais), quando terminei a primeira run so faltou 10 conquistas, no NG+ por burrice minha esqueci de pegar um bau importante, mas mesmo assim, no NG++ é onde fica com mais dano os mobs, e começa a ser desafiador de novo, e fui me aventurar mais uma vez e platinei.  Sinto que não tem mais nada, vazio, vou ter que  tocar na grama? Como um um amigo aqui da steam falou:''Valeu cada centavo''.English:It's been a long time since I played a game that made me think about it for 24 hours.The game is beautiful, each scenario goes through the seasons of time, secret scenarios, chapter stories that end in sidequests, the care that the devs put into the conclusions of each scenario is applause-worthy, you're in disbelief at how good it is to play and learn more about the things in the world.I finished the game without being humiliated (petrified and taking my gourd), but in NG+ and NG++ I was humiliated and always had a smile on my face. Erlang was the boss I died the most, I was frustrated, but I managed to get through. Chapter 4 is the most beautiful for me and that story is the chef's kiss.Platinuming this game wasn't tiring, it was fun, I should have platinumed it in NG+ (I'm curious and I kept searching the places), when I finished the first run I only had 10 achievements left, in NG+ I was stupid and forgot to get an important chest, but even so, in NG++ is where the mobs deal more damage, and it starts to be challenging again, so I went on an adventure once more and platinumed it. I feel like there's nothing left, empty, will I have to touch the grass?As a friend here on Steam said:''It was worth every penny''."
Positive,A great experience!
Positive,"very good game for my 19 hours playing, the first boss is kinda hard, but the rest is ok."
Positive,Really fun game but i sort of stopped playing it cuz i got on elden ring again lol
Positive,"Took me some time to think up what i wanted to say about this game but all in all this was a very fun experience and makes me very excited for what other studios in china produce.. Im looking at YOU Phantom blade zero.With its ARPG approach with certain souls elements it was a fun ride to go through, I was going into this game expecting it to just be like any standard souls-like but it doesn't quite hit that nail on the head to fit into it other than the generic archetypes that you find in that genre.From start to beginning the quality of each boss fight was widely engaging and had me wondering what each one would end up being like the further i got into the game, especially with the variety that comes from all bosses than it being simply a large human with a sword.I do wish there was more engagement from the cast throughout the game, shoutout to Zhu Bajie my absolute GOAT of the entire story and his arc that you have with the spider ladies. For once in that entire story the Spider arc & connection for Zhu baije was genuinely the best part of the game story wise.. i would be telling a lie if i said it didn't get me emotional.Overall this game does a great job at making a fun ARPG with an interesting fighting loop until you've essentially mastered it.. to slowly get bored of it towards the very end. The animations between each chapter and the secret ending wrapped up this game perfectly for me.Once again, i love you zhu bajie"
Positive,"Completely worth the money, great gameplay, great bosses, great story-telling and just an amazing game all around."
Positive,"Genuinely the best game I've played in such a long time, nothing bad to say, EVERYONE should play this game."
Positive,good boss battles and character designs
Positive,"the best game of all time, if this doesnt win goty......"
Positive,"Beautiful game,  where you mostly fight bosses. Great fights, great visuals, great mechanics.Im on the older side, so I really like it, that I can just open the game in the evening and fight one boss.No need to prepare for hours or farm stuff.The fights are mostly very fair, and it feels like Im learning waht I have to do autmatically.Im having a ton of fun and I recommended it to my friends. :)"
Positive,"Black Myth: Wukong is nothing short of a masterpiece!The combat system is dynamic, allowing for a wide range of staff combat styles that feel very interactive, no matter which one you choose.The graphics are incredible, along with the boss design and fighting mechanics.Performance on PC is great, with smooth FPS and very few bugs (on a high-spec PC).There are enemies and unlocks that you will be unable to access once you progress too far, but if you're a completionist, I recommend doing some research or going into New Game+ to unlock everything.Overall, I’d highly recommend Black Myth: Wukong. Take your time with it and explore everything.And finally... Praise Monke!"
Positive,It was awesome. Very accurate representative of the legend of the Sun Wukong. I highly recommend it.
Positive,ABSOLUTE CINEMA OF A GAME!
Positive,10/10 - Masterpiece (must play for all gamers)
Positive,woooong ching man
Positive,"never played soul game before. So, learning curve was steep for me at first. Once you know  how to fight, it's pretty fun to play. Don't have to mention much about other aspects like story, graphic and characters as it's all perfect."
Positive,"The game itself might, keyword MIGHT, not seem that good at the beginning but trust me when it gets good, it gets REALLY GOOD. Finding secrets which reward you with better items and gear along with some interesting story, fun areas where theres always something to find around every corner, and some very well designed armors and staffs. I'd say this game deserves to win GOTY."
Positive,"9/10 if you like Souls-style dodge-dodge-dodge-hit style combat, 8/10 otherwise. The combat is slightly faster paced than tradition Dark Souls but not quite to the point of pure button smashing, and some bosses give sufficient challenge. Note: there is no difficulty slider so if you are bad at souls combat, you might face a few walls. Build variety is marginal but there are few different abilities to choose from and tricks to learn if you want to get good, but you don't really need to learn any combos to beat the game.Graphics: Decent on regular monitors, surprisingly bad on HDR capable monitors. The game has weird dark grey fog filling all dark places and corners that clears up as you walk near, which is very jarring on displays with good black levels. The game intentionally makes you half-blind in dark places for no reason and negates any advantage of having an OLED display. Regular displays are less affected because they cannot portray dark areas properly anyway.Story: Simple and functional, few annoying cases where the player is defeated in a cutscene but overall works very well for a game like this where gameplay is the focus. Leans a bit into lore, but not so much that you would need to read the journey to the west. Characters are good, even the sidekick is a rare case for not being annoying and useless and has some touching moments.The game earns a lot of style points. Lots of art and optional lore to be read, and the chapter ending cutscenes are especially cool. The game is very trimmed in a good way: no babbling comedy characters, no useless dialog (main character does not talk, which is the best thing ever), no stupid monetization attempts, no grind (unless you really want to), no pure cosmetics. The game does not even have a map, which actually makes exploration much more enjoyable, and the main route is simple enough to follow that you won't get lost in the semi-open world. However, you will likely need to check guides to get every secret boss fight. In short, Black Myth Wukong is an old fashioned game in every good sense. Technically not very original, but the foundation is solid and the setting is fresh since Chinese mythology has been rarely explored in videogames."
Positive,"I finally finished it and it certainly lived up to all the hype, it is a fantastic game with a few small but noticeable problems. But considering how huge this game is it's so impressive how well it's made, they obviously cared about this game while making it and showed what a group of people with passion and skill can make together. This game is a glimpse of hope in a sea of just horrifically bad triple A games that we have been plagued with recently and I hope this proves to those companies that fans want high quality games, not regurgitated trash every year."
Positive,game of the year
Positive,"After 2 months with 40+ hours of gameplay, I was finally able to finish this game.9/10. This is the best game I played this year.I just hope there was more explanation about the lore though."
Positive,"Very good story, well made and good controls, is a blast"
Positive,"AMAZING! the lore, game-play, visuals, soundtrack. Everything was perfect to the last moment. The secret areas and the secret ending is chef's kiss. Exceeded all my expectations for a first game from a new studio."
Positive,"This game is sick. From animation to physics and movements of the character. The game science have done a great job. It has bought the gaming community to the new and exciting challenges. if you didn't played this game, you are missing out a gem."
Positive,"A truly awesome game and an amazing first project from a studio. And from China as well, so that gets bonus pride points from me.Amazing unique setting that draws on Journey to the West, fluid combat, varied and complex skill and gear system that allows for different builds, and lots, LOTS of bosses to fight. Mechanically, the game is very clearly inspired by Souls games and other action games like God of War, and it's equally satisfying to play.The story is good, but a bit too cryptic to understand. Unlike fromsoft games, where its esoteric feel of the setting contributes to the game's atmosphere and invites poetic interpretation, Black Myth's setting is based on a very defined Chinese Mythical setting with a lot of established backstories, and I think the game could have benefited from explaining some more instead of just throwing everything into the in-game wiki menu.One major complaint I have is invisible walls, there's way too many and since this game hides a lot of secrets in its levels, I often had to bump everywhere just to check if I can go there or its just another invisible wall, which is pretty frustrating. Another complaint I have is a bit personal: most bosses felt too easy to me, I feel like I only need to learn the moveset of like 5 or so bosses to beat them and the rest can often be brute forced by just mashing dodge when enemies are attacking and throwing every skill at them when their cool-downs are over.Overall a pretty great game. Here's to more projects like this from China in the future!"
Positive,"I would highly recommend to play this game, This game's animations and the graphics is ridiculous, the story is even more insane, This is one of the hardest game i have ever played in my life, and I would challenge people to finish this game it is not recommended for weak willed individuals because you need a lot of patience to finish the game. At first i was pissed at the game for how hard the bosses were and stopped playing it entirely, but after a day or two i tried it once more and got better results than before, This game improves your combat capabilities, However the only frustrating thing about the game are its achievements you have to play the game multiple times to get all the achievements, other than this minor setback. If you are a hardcore gamer I highly recommend you play this game."
Positive,"This is my first review, I completed sekiro shadow die twice ng+ in my ps4 before playing this game. So it was kinda easy for me but if they give more window for perfect dodge this game could have been more enjoyable like sekiro, god of war combat system. Because most enemies starts their attack animation slower and ends it faster, so sometimes I'll just spam the dodge button, that time it's hard to get perfect dodge. Other than that this game combat and upgrade systems are awesome and good story line with amazing anime style cut scenes at the end of each chapter and secret story and boss fights. I enjoyed this game very much. Thanks for this awesome game."
Positive,It was perfect down to the last minute detail.
Positive,"""Wukong does not need GOTY to prove its quality; while TGA needs Wukong to prove its credibility."""
Positive,"You wont regret buying this game. Such a masterpiece visually and the story is done so well. Runs well on Steam Deck with moderate graphics I was hitting 40fps last night while playing for a bit, I was a happy camper"
Positive,M O N K E Y
Positive,"7/10pro: good combat system, good graphics, and above all, really great art direction.con:The level design for me is a disaster.Invisible walls, completely misleading paths, save points scattered randomly – overall, more annoying than enjoyable...I quit after the 3rd chapter because by the end I was just bored, and everything felt the same. Boss fight -> 5 completely weak enemies -> mini-boss fight -> 3 completely weak enemies -> 20 minutes searching for where I haven’t been yet because, of course, there’s no map -> boss fight..."
Positive,"Black Myth: Wukong é uma experiência inovadora no mundo dos jogos de ação. O que mais chama a atenção é a maneira como ele traz elementos de jogos soulslike, mas sem se render completamente a essa fórmula já conhecida. A gameplay é fluida, estratégica e ao mesmo tempo oferece uma liberdade que vai além do que se costuma ver nesse gênero.O combate é intenso, exigindo habilidade e precisão, mas a variedade de movimentos e as habilidades do protagonista, inspiradas na lenda do Rei Macaco, dão uma nova dinâmica à jogabilidade. O jogador não fica restrito apenas a esquivas e ataques convencionais, há toda uma gama de opções para adaptar o estilo de luta conforme a necessidade, o que torna o combate mais dinâmico e menos previsível.Os elementos visuais são outro ponto forte. O jogo apresenta um mundo belamente construído, inspirado na mitologia chinesa, com cenários impressionantes e criaturas que misturam o épico e o sobrenatural. Cada ambiente tem uma riqueza de detalhes que faz você querer explorar e descobrir mais sobre esse universo fantástico. A atmosfera é complementada por uma trilha sonora que captura perfeitamente o clima das batalhas e momentos de exploração.O grande diferencial de Black Myth: Wukong é que, mesmo incorporando aspectos que lembram os soulslike, ele não se limita a seguir esse caminho à risca. A dificuldade e os desafios estão presentes, mas de uma forma que se sente mais orgânica e menos punitiva, permitindo que o jogador se envolva na história e nas mecânicas sem sentir que está apenas repetindo fórmulas antigas.No geral, Black Myth: Wukong entrega uma experiência refrescante, misturando o melhor de um jogo desafiador com a inovação necessária para não parecer mais do mesmo. É um título que vai agradar tanto aos fãs de jogos mais exigentes quanto àqueles que buscam algo épico e diferente."
Positive,one of the best game that i have ever played. Story and Gameplay are great
Positive,"Truly , a masterpiece"
Positive,9/10  Remove The Flower Trophies
Positive,died to the yellow loong 70 times. would recommend
Positive,"One of the best games ive played so far the story is great and the mechanics, graphics, combat, skills its perfectly done and also chinese mythology very well explained with so much lore... <3"
Positive,"Amazing game, Nice chinese mythology story and awesome gameplay.I do recommend to follow some guides to fully explore All Secrets since the First run, you should be Fine avoiding major spoilersRemember to look for optmized settings for a better experience."
Positive,---{ Graphics }---☐ You forget what reality is☑ Beautiful☐ Good☐ Decent☐ Bad☐ Don‘t look too long at it☐ MS-DOS---{ Gameplay }---☑ Very good☐ Good☐ It's just gameplay☐ Mehh☐ Watch paint dry instead☐ Just don't---{ Audio }---☑ Eargasm☐ Very good☐ Good☐ Not too bad☐ Bad☐ I'm now deaf---{ Audience }---☐ Kids☑ Teens☑ Adults☐ Grandma---{ PC Requirements }---☐ Check if you can run paint☐ Potato☑ Decent☐ Fast☐ Rich boi☐ Ask NASA if they have a spare computer---{ Game Size }---☐ Floppy Disk☐ Old Fashioned☐ Workable☐ Big☑ Will eat 10% of your 1TB hard drive☐ You will want an entire hard drive to hold it☐ You will need to invest in a black hole to hold all the data---{ Difficulty }---☐ Just press 'W'☐ Easy☐ Easy to learn / Hard to master☐ Significant brain usage☑ Difficult☐ Dark Souls---{ Grind }---☐ Nothing to grind☐ Only if u care about leaderboards/ranks☑ Isn't necessary to progress☐ Average grind level☐ Too much grind☐ You'll need a second life for grinding---{ Story }---☐ No Story☐ Some lore☐ Average☐ Good☑ Lovely☐ It'll replace your life---{ Game Time }---☐ Long enough for a cup of coffee☐ Short☑ Average☐ Long☐ To infinity and beyond---{ Price }---☐ It's free!☑ Worth the price☐ If it's on sale☐ If u have some spare money left☐ Not recommended☐ You could also just burn your money---{ Bugs }---☐ Never heard of☑ Minor bugs☐ Can get annoying☐ ARK: Survival Evolved☐ The game itself is a big terrarium for bugs---{ ? / 10 }---☐ 1☐ 2☐ 3☐ 4☐ 5☐ 6☐ 7☐ 8☑ 9☐ 10---{ Author }---☑ https://vojtastruhar.github.io/steam-review-template
Positive,very immersive graphics and gameplay but if you are a elden ring lover then this game is not an open world there is always an invisible boundary that blocks and paths are fixed. Although chapter 6 lets you roam free but the map for chapter 6 is so small that you can cover it all in 1 minute with nimbus.
Positive,I am the monke
Positive,Immersive experience. Expansive backstory. Stunning graphics. Truly a game worth playing!
Positive,i love it my favorite game for 2024 it captures a lot of different game play styles
Positive,I enjoyed this game so much more than i thought i would. I run a gtx 1080 ti 8gb and i still had 50-60 fps on medium graphics.
Positive,"Enjoyed this game quite a lot and would recommend, although at times it would really grind my gears. I've played maybe 2 hours of a souls/souls-like game before, and although many say its not similar to those games, I'd say the premise is sorta there in terms of the boss fights. This game I'd say is great as an intro to those sort of games, now I've completed this I will go on to play those games!Some things that really annoyed me at times were:- The combat can at times feel janky; especially the dodging and item using. Sometimes it just wouldn't happen after numerous attempts. Some bosses had really dumb hit boxes or lack thereof.- I think I used the Thrust stance once throughout the whole game, and Pillar was only used once I gained a certain weapon that utilises that stance. If not for that, I'd have used Smash stance solely, the other 2 just didn't appeal too much to bother using them.- Mouth flaps are not synced for dubbed versions, small issue but annoying. And I don't get why the main character has no dialogue whatsoever, even just one or two lines here and there would suffice. Hard to make any connection with the character for this reason.- Some side quests and secrets and the odd main story objectives were just too obscure to complete without having to search a guide online. I really hate having to resort to this shit, I'm not Sherlock Holmes.- Some bosses are unavailable once you get to certain points in the game, some of these are optional ones you might not come across. I completed the main game and wanted to go back and defeat any bosses I'd missed. Unfortunately this again resorted to online guides for locations, I got to one and there was no boss. I found out later that you had to defeat it before getting to a certain point. Why is this even a thing, it's for a very few number of them throughout the game and there's just no reason for it. I immediately uninstalled at this point because 100% completion was made unattainable.- I'm running a fairly decent rig with a Ryzen 9 5900X & 3080 yet I was getting on average 40-60 FPS with recommended settings. And I've definitely played better looking games in the past with much higher FPS e.g. RDR2. It was playable after making some setting changes and still looked pretty but in some areas I suffered with lower than ideal FPS, poor optimisation I imagine?It's easy to point out the bad things, but I would still recommend this game 100% if you want a linear combat focused game with a multitude of bosses, some with a considerable challenge to overcome!"
Positive,Game of the year 10/10.
Positive,"A masterpiece of a game in what it achieves with it's visuals and storytelling. The gourd moment (if you know, you know) was one of many moments that will make this game unforgettable to me."
Positive,"Great mix between souls-likes, God of War and chinese mythologie. Very challenging from time to time but not too annoyingly hard or complicated. Great visuals and fighting animations"
Positive,"""You love this game, why?""Me: ""Mmm, monke."""
Positive,GOTY for me
Positive,I LOVE WUKONG
Positive,Return to monke
Positive,2024 GOTYTY Western devs should learn from this
Positive,"Absolute CINEMA. You want to finally do something more than just an incredibly dull slash? This game is for you. Peak combat, peak visuals, peak story. Just incredible!"
Positive,Monkey go hard
Positive,"I think this game is a 6/10 on a bad day and a 7/10 on a good one. The game looks great visually and ran smooth for me. I maybe had one instance of crashing or freezing, but the performance was up there. There was some stuttering toward the final boss due to all the extra particles. However the game may look TOO good because it is riddled with invisible walls and dead ends that lead to nothing but a waste of time. The combat is fair, you can not button mash your way to victory. It can't be compared to a souls-like game so expect a completely different play style to approach enemies and bosses. Once you get used to that throw it out of the window whenever you face a new boss. The game gives you access to cool abilities and they work on weaker enemies fine, but the bosses adhere to their own agenda and will ignore all sense of the game. For all the stories I've heard about Wukong and how incredibly powerful he is, I never felt unstoppable during any boss fight. If you are up for challenging fights and interested in the lore of Wukong I think it is right for that, but difficulty of this game is not for casual players."
Positive,It's just really good
Positive,"Cool gameplay, unprecedented graphics and vibes. The first four out 6 maps are carefully curated, though you feel the rush out of the last two especially the very last one."
Positive,monkey staff bonk bonk
Positive,"Great Game, Game of the year 2024 incoming"
Positive,"I've been waiting for years for this game release and it's not disappointing. Great graphics and character designs with immersive story and combat, no buggs reported from me.Hope they will launch a DLC and i highly recomande this game because it will be Game of the Year for sure in my opinion."
Positive,"Black Myth: Wukong is an excellent game that challenges what you know about the souls-like genre. It is a VERY challenging game, but it respects your time. To me, it serves as a love letter to gamers who just want a cool hack n slash boss rush type game, NO microtransactions, NO battlepass, just pure fun. Pros:- Story is good (albeit hard to understand without research)- Majority of bosses are really well designed- All the characters were likeable/portrayed very well- Combat system was amazing- You are rewarded after every little battle with amazing loot- The way respawning works in this game is perfect. sets you right outside where you died most of the time which I loved- This game was LONG, but in a good way, everytime you unlock something it was nice knowing I have hours of gameplay left to utilize and learn all the mechanicsCons- Lack of play-style variety, I'm certain I used the same build/combos 90% of players used- This is my personal critique, but the lack of direction in a game as linear as this was frustrating most of the time, a mini-map or quest log would have been appreciated, turns out my first playthrough I missed a BUNCH of quests with cool rewards, you don't even get the true ending unless you do research which I don't like- Collision in this game was REALLY rough. I found Wukong floating above the ground slightly/ colliding with small things on the ground blocking the players controls (often leading to falling off the map) wasn't too bad but something I keep catching even 3 playthroughs inOverall it was the most fun I've had so far in the 2024 releases, with some polishing and clearer in-game direction for the player, I could have seen myself liking this game more than I did, I still think it was very well done.9/10"
Positive,"Fantastic game overall, absolutely worth a play if you can pick this up. Has some fantastic visuals and boss designs, I also loved the musical scores and the animated stories at the end of each chapter.It's definitely a challenging experience, not quite Dark Souls difficulty for the most part, it's a lot more forgiving as you have the freedom to respec whenever you want for free and you don't lose currency/exp when you die.Aiming for 100% achievements does unfortunately require some grinding though.In terms of performance, my system with a Ryzen 7 5700X, RTX 3070 and 32GB DDR4-3600 held a mostly stable 60+ FPS experience at 1080p with DLAA and DF optimised settings. There are a couple of effects heavy boss fights with brief drops into the 40s."
Positive,"monkey smash,monlkey brain happy"
Positive,its pretty damn awesome
Positive,reminds me of god of war games. very solid game.
Positive,Best Single Player Game of 2024
Positive,"If you ever wanted to feel like a god, only to get repeatedly destroyed by oversized frogs, this is the game for you!"
Positive,Isso não é um jogo é uma obra de arte em todos os aspectos
Positive,"Worth every penny!.. Graphics are amazing.. Cool stances, spins are super satisfying, little particles and their movement are a beautiful touch.. These small details are just what makes the game worth the time... Not to mention the story telling and unique character introductions.. Its all just too awesome.."
Positive,"It's a fun gameActions couldn't be slower, I feel like there's an intentional lag between my button presses and the characters movements"
Positive,"this game changed my  life forever this game truly showed me the wukong way,the monkey way"
Positive,THIS IS THE GAME OF THE YEAR .
Positive,I see monkey. I like monkey. I play monkey. Monkey is a good game I like.
Positive,Fantastic game. Really enjoyed it. Pretty difficult but worth the time.
Positive,"BUY THIS GAME ASAP, It pays respect to the 1986 adaption of Journey to the West (MUST WATCH) awhile giving you a refined and refreshing Gameplay and Chinese mythology!SPOILER ALERT: Black Myth: Wukong doesn't follow the original novel of JTTW but rather a wonderful twist of what happened and kudos to the studio for making it an enjoyable experience.THIS GAME may be out of context for people who aren't into Chinese mythology or first timers but PLEASE PLEASE give this game a try, It'll be worth your while awhile also watching 1986 Journey to the West show if you want some context."
Positive,"I don't like souls-likes...I don't have patience for them. I suck at those games because my brain is too slow or something. They are clearly not for me. And there's a good chance, I'll never finish Black Myth: Wukong, like I never finished any other souls game I've tried. Thankfully, it's not exactly as punishing as the actual Souls games.But this game is unironically great at pretty much everything and I regret nothing.Great fun and value for your money, polished, stable, solid framerate, amazing visuals, controls are are reliably responsive, no bugs or glitches encountered, no ""current day"" BS included, no microtransactions (yet), just pure oldschool game without nonsense like, for instance, Stellar Blade did it.Easy 8/9 out of 10 for a filthy casual like me.Solid 10 out of 10 if you like souls-likes or being challenged in general. Deserves ALL the praise it gets. All of it.The only thing I would nitpick is that, sometimes, attacks hit you even though they visually don't look like they should. But that's literally everything I have to say on negatives, without inserting my own bias.One of the easiest recommendations I've ever given."
Positive,You alreay know. If this isn't GOTY then its rigged.
Positive,"Very impressive, truly next gen graphic you've never seen before."
Positive,"GOAT GAME, NO MORE WORDS! MONKE OUG OUG"
Positive,"When Black Myth: Wukong dropped, I was very skeptical. I grew up as a huge DBZ fan but had no idea that Wukong was a source of inspiration. Honestly, the game looked like another try-hard, wanna-be souls-like that was simply cashing in on an iconic character. Boy, was I wrong.I started seeing gameplay videos flooding youtube and tiktok. While certainly a very similar feeling to the Souls series when it comes to boss fights, it feels very unique and refreshing in its own way. Combat is top notch, the controls are tight, and the the skill tree is both dense and rewarding. While the core gameplay is comprised of mainly bouncing between boss battles with a few (and I mean, very few) enemies, the ""open world"" feels very good to explore. Each time I tuck into a corner or press forward just a little further to see, I'm often rewarded with a hidden chest. There's a robust crafting system, brewing, spells and transformations galore. Respeccing your character is not only free of charge, but encouraged to try new strategies for each boss. I think my favorite part is there's no lost progress upon death. You always maintain your progress, making death feel more like a minor setback than a soul-crushing experience. Pun fully intended. As a mid-30's gamer, I will not get into games that don't respect my time and this one does so beautifully. But while Black Myth Wukong ticks all of these boxes to make a great game, it's story is what truly captivates me. Rarely do I care about the lore behind bosses, but each of these seem to be hand crafted with great detail and I find myself reading their entries after each boss battle. Learning more of their story is almost as good as the loot. It's a strange, perplexing, and difficult journey and I look forward to more beautifully crafted cut scenes after each chapter. There's only one downside to the game that I can really bring up: You have to git gud. There's no running away and overleveling like Elden Ring. There's no ridiculous OP weapons or summons that will hard carry you through encounters. Often times it's just you, the boss, and all of your abilities on cooldown. There are times that some fights seem ridiculous, but I can honestly say it never feels unfair when I die. The game makes you get up close and learn the dance of each boss. Really gets your blood pumping and once you finally down that boss after multiple attempts, the feeling is euphoric. Because YOU did it. So if that's the only negative, then it's one I'll gladly accept. Getting stuck in the Water Temple for weeks made me appreciate that piece of the Triforce. Downing Ruby and Emerald Weapon after weeks of grinding and min-maxing were moments of monumental bliss. I've got a feeling that Black Myth Wukong has a few achievements like this waiting for me at the end, and I'm looking forward to every second of it. Go buy this game. I'll update this review upon completion, but there's a high chance this will be my favorite release this year. UPDATE EDIT:100 hours in and I've completed the game 100%. All 81 achievements. Currently on NG+3 and still loving it, although I've decided to put it down for now. The sheer enjoyment this game has brought me has made it my personal GOTY. I loved it enough to beat it 3 different times and get all the achievemnets and not once did I ever think ""Aw man, I've gotta log in to do X, Y, Z..."" Through all the trials and tribulations, I have persevered. And it has been the experience I've needed for a long time. P.S. Screw you Developers. How dare you make me actually shed a manly tear over a spider and a pig."
Positive,Easily a 10/10 game.
Positive,Game of the year please
Positive,it telling the story after Journey to the West
Positive,Not at all like playing Monkey King in Dota 2.
Positive,"Well amazing game but not for me. Just too hard. I am sick to death of these souls like games, which this is don't let anyone tell you otherwise. Its frustrating as hell, many of the abilities have long animation locks etc, bosses can take many many many many many many many tries and after a while, even though I do get around to killing them it doesn't feel satisfying or that I am super powerful just because I have this ""magical power"" to fight them 9384579834753489589345 times. It breaks immersion for me and doesn't make me feel like a bad ass god just because I played a memory game of dodge/parry with the boss for over an hour. Guess I am just getting old but these ""souls-like-dodge-parry-memory"" combat games are just getting old. I can tell the design is amazing, the graphics, music, sound effect etc. All top notch production. But its not for me."
Positive,Another str8 banger of a game just wish all areas that were reachable were playable. but this game is one of my favorites!!!
Positive,"just buy it, dont be gay."
Positive,"half way, good story and art design"
Positive,"I am monke. Most difficult boss is Erlang Shen, unless you have the fan and rock guy as your transformation. Man click the link in the bio."
Positive,Game good. You get. Be Happy.
Positive,"I don't know what drug everyone is smoking, but I'd love some of it. Probably the most overrated game of the decade, so far. It's an alright souls-like, and falls off HARD starting in act 3 (the snow biome). But before that it was very fun. It might be that the future acts are better, but if they're all like 3, it's not looking good. Might update this when I get further in the game."
Positive,"Recommended to play though some secrets need to be discovered through guide online xd, great boss fight and scenes, i really love the animation for each ending, overall good game, worth it"
Positive,W game spent 40hrs tryna find a third ending that doesnt exist
Positive,"Very nice game, you would love and keep playing it!"
Positive,"This game is outstanding. Not only does the game manage to deliver on the Journey to the West story, but they manage to do so and keep you engaged throughout.It's still a controversial topic whether this game is a souls-like or not, either way I feel like the game manages to adhere to elements that makes a souls-like fun, challenging and engaging. This game has you fight both optional and, of course, mandatory bosses which all feels like their own.This is an absolute MUST play if you like skill based games, with great stories and ever greater gameplay! Though, if its replayability you're looking for, this game probably isn't for you.NOTE! For anyone about to, or is actively playing this game. The earlier bosses might seem easy, prepare yourself for the ones further into the game. They will not only test your skill and patience, some of them will do so with ease. Also, they might have some aces up their sleeves."
Positive,"Trust me bro, you won't regret it"
Positive,It's like God of War and Elden Ring had a love child but it's a monkey
Positive,"The core gameplay loop for this game is really simple and has a severe impact. After completing all achievements i can confidently say that except for the RNG drops, every single aspect of gameplay was engaging and forced you to focus on the game, be it beautiful graphical scenes or fluid combat. I do say the smash stance is a little bit OP compared to other stances since NG+3 and more, you use the smash stance more than the wukong stance because certain buffs and builds make it deal some severe damage even at that stage. Overall, it is a fantastic game and a strong contender for Game of the Year."
Positive,GOTY worthy game
Positive,"Amazing game, deserves GOTY"
Positive,Such a nice game beautiful graphics and great story line!! 10/10
Positive,monkey ooh ooh ahh ahh
